emp_no,birth_date,first_name,last_name,title,from_date,to_date,salary
11862,1954-01-25,Alejandra,Deville,Senior Engineer,1998-01-20,9999-01-01,46011
11864,1952-06-14,Pradeep,Kriebel,Staff,1995-11-02,9999-01-01,52517
11868,1954-03-02,Kwee,Demke,Engineer,1995-04-03,9999-01-01,48349
11871,1953-05-02,Nalini,Sommen,Senior Engineer,1998-10-13,9999-01-01,67424
11872,1953-01-17,Cheong,Riexinger,Senior Staff,2002-02-12,9999-01-01,43159
11737,1952-07-17,Martina,Garnier,Assistant Engineer,1995-07-11,9999-01-01,48832
11876,1954-09-17,Leszek,Kobuchi,Senior Engineer,2000-06-07,9999-01-01,45372
11881,1952-08-06,Arra,Staelin,Senior Staff,1995-04-08,9999-01-01,76541
11746,1952-05-22,Koichi,Marrakchi,Senior Staff,1995-11-18,9999-01-01,55951
11888,1952-04-05,Badri,Azulay,Senior Staff,1999-11-28,9999-01-01,53720
11894,1954-12-23,Mitchel,Validov,Senior Engineer,1988-06-22,9999-01-01,56198
11748,1953-03-07,Lihong,Massonet,Engineer,1996-07-24,9999-01-01,54491
11896,1953-06-14,Shaunak,Benzmuller,Technique Leader,1990-07-04,9999-01-01,40000
11897,1952-11-23,Cordelia,Setlzner,Senior Staff,1997-06-16,9999-01-01,80049
11751,1953-02-02,Jiafu,Emiris,Senior Staff,1993-11-03,9999-01-01,40000
11763,1953-08-19,Yuriy,Liesche,Engineer,1997-04-18,9999-01-01,40000
11911,1952-07-08,Ashish,Mondadori,Senior Engineer,1995-06-05,9999-01-01,40000
11915,1954-08-16,Miomir,Mawatari,Senior Engineer,2001-06-28,9999-01-01,58042
11764,1953-04-22,Sanjay,Anick,Senior Engineer,1996-12-15,9999-01-01,64875
11769,1953-07-17,Chandrasekaran,Lampe,Senior Staff,2001-10-22,9999-01-01,40000
11772,1954-06-19,Gaurav,Penz,Engineer,1999-11-07,9999-01-01,61295
11774,1954-07-11,Aron,Wroclawski,Engineer,1998-11-26,9999-01-01,40000
11931,1952-10-30,Gunilla,Chiodo,Senior Staff,2000-01-13,9999-01-01,73369
11933,1953-08-15,Basil,Erman,Senior Engineer,1992-06-12,9999-01-01,56130
11778,1953-04-23,Dhritiman,Fontan,Senior Engineer,1997-12-28,9999-01-01,40000
11938,1954-01-14,Aruna,Verspoor,Staff,1994-07-15,9999-01-01,40000
11940,1954-06-24,Ult,Anido,Assistant Engineer,1996-11-02,9999-01-01,60193
11944,1952-05-15,Along,Aumann,Senior Engineer,1994-12-01,9999-01-01,52061
11945,1952-02-17,Limsoon,Marakhovsky,Staff,1994-01-21,9999-01-01,53056
11779,1952-06-07,Shunichi,Thombley,Staff,1996-11-21,9999-01-01,40000
11948,1952-02-21,Yahiko,Nergos,Senior Engineer,2002-05-10,9999-01-01,49929
11797,1954-08-12,Chenxi,Thambidurai,Senior Staff,1996-08-30,9999-01-01,88050
11949,1953-01-27,Martijn,Harbusch,Technique Leader,1985-03-11,9999-01-01,40000
11801,1953-11-22,Tommaso,Dayang,Senior Staff,1997-06-12,9999-01-01,67265
11810,1952-12-08,Amabile,Bhattacharjee,Senior Engineer,1992-01-05,9999-01-01,41256
11965,1954-12-03,Arup,Morrey,Engineer,1993-10-07,9999-01-01,57709
11811,1953-07-05,Herb,Boissier,Senior Staff,1998-03-28,9999-01-01,52695
11972,1954-10-01,Sibyl,Beausoleil,Senior Staff,1994-04-25,9999-01-01,52908
11822,1954-08-30,Sastry,Madeira,Staff,1996-07-07,9999-01-01,67396
11823,1954-09-25,Weiyi,Iacovou,Senior Engineer,1995-10-23,9999-01-01,72637
11983,1953-01-04,Jaana,Hedayat,Senior Engineer,1994-10-11,9999-01-01,40000
11829,1952-08-01,Chaosheng,Pettis,Assistant Engineer,1999-10-11,9999-01-01,40000
11832,1952-05-18,Arto,Zlotek,Engineer,1996-02-04,9999-01-01,40000
11836,1952-09-14,Ortrud,Bakhtari,Senior Staff,1989-07-28,9999-01-01,40000
11989,1953-10-29,Erzsebet,Peltason,Technique Leader,1989-01-07,9999-01-01,40000
11994,1953-02-11,Sigeru,Fiebach,Senior Staff,1999-11-11,9999-01-01,49761
11842,1954-03-31,Moto,Piazza,Senior Staff,1999-12-11,9999-01-01,40000
11844,1953-10-30,Shawna,Demeyer,Senior Engineer,1995-01-27,9999-01-01,78049
12007,1952-06-18,Marko,Dehkordi,Senior Engineer,1996-05-17,9999-01-01,40000
11846,1954-04-24,Fai,Perly,Senior Engineer,1999-06-22,9999-01-01,53448
12011,1953-12-16,Zhilian,Coorg,Senior Staff,1997-07-22,9999-01-01,85833
12015,1954-08-26,Kensei,Guenter,Staff,1999-11-16,9999-01-01,42853
12036,1953-03-02,Mads,Ratzlaff,Senior Staff,1995-09-05,9999-01-01,67143
12023,1954-07-05,Chuanyi,Eppinger,Technique Leader,1994-12-08,9999-01-01,40000
12024,1952-11-09,Mayumi,Lanzelotte,Staff,1997-11-03,9999-01-01,65580
12028,1952-11-21,Ingemar,Walstra,Senior Engineer,1997-09-02,9999-01-01,51314
12030,1953-06-02,Shuky,Cromarty,Staff,1996-06-24,9999-01-01,40000
12034,1954-04-15,Aemilian,Piazza,Staff,1995-11-22,9999-01-01,40148
12037,1954-01-11,Arunas,Katzenelson,Senior Staff,1992-09-30,9999-01-01,47805
12043,1952-12-11,Masaki,Lubachevsky,Staff,2000-01-05,9999-01-01,49009
12222,1953-03-04,Abdelwaheb,Holburn,Senior Staff,1996-08-14,9999-01-01,55840
12223,1954-07-27,Niteen,Koyama,Senior Engineer,1995-08-13,9999-01-01,54459
12230,1952-02-08,Yuriy,Bellone,Engineer,1997-04-13,9999-01-01,53692
12231,1954-08-27,Nishit,Bharadwaj,Senior Engineer,1990-05-19,9999-01-01,40000
12047,1954-01-16,Jordanka,Ligten,Assistant Engineer,1996-08-23,9999-01-01,52051
12235,1954-06-05,Honesty,Haumacher,Staff,1997-07-10,9999-01-01,100755
12050,1953-06-08,Yuchang,Tchuente,Engineer,1996-04-01,9999-01-01,46704
12054,1954-04-08,Odysseas,Braccini,Staff,1999-08-06,9999-01-01,67400
12242,1954-04-08,Satoru,Wolniewicz,Engineer,2000-11-11,9999-01-01,46911
12247,1952-03-26,Subbu,Penttonen,Technique Leader,1985-04-09,9999-01-01,59183
12249,1952-09-20,Eldridge,Sadowski,Senior Engineer,1996-06-20,9999-01-01,70099
12250,1954-10-02,Kerhong,Aloia,Senior Engineer,1991-04-25,9999-01-01,61573
12062,1954-01-20,Margareta,Worfolk,Senior Staff,1996-01-04,9999-01-01,44199
12069,1953-12-27,Ayonca,Burnard,Senior Engineer,1995-05-13,9999-01-01,51928
12080,1953-10-16,Panayotis,Feinberg,Senior Staff,2001-05-17,9999-01-01,47946
12264,1953-12-30,Mart,Pagter,Engineer,1998-01-09,9999-01-01,51816
12269,1952-06-22,Mohammed,Whitcomb,Senior Engineer,2000-07-05,9999-01-01,40000
12270,1953-08-10,Shakhar,Kornyak,Senior Staff,1996-08-19,9999-01-01,52840
12273,1953-11-22,Jaideep,Uehara,Senior Staff,1998-02-14,9999-01-01,90736
12082,1953-09-20,Xinan,Yamaashi,Senior Staff,1992-01-29,9999-01-01,72118
12281,1953-08-13,Hisao,Langford,Senior Engineer,2000-09-22,9999-01-01,45417
12089,1954-06-21,Bilhanan,Socorro,Senior Staff,1994-10-22,9999-01-01,46288
12282,1952-02-02,Tadahiro,Delgrange,Engineer,1999-10-06,9999-01-01,40000
12093,1952-07-02,Evgueni,Oxenboll,Senior Engineer,1999-01-19,9999-01-01,40000
12099,1953-01-12,Nobuyoshi,Kuzuoka,Senior Staff,1999-02-15,9999-01-01,104610
12291,1953-12-28,Masamitsu,Koyama,Senior Staff,1999-03-29,9999-01-01,67506
12298,1954-03-03,Tetsurou,Rodham,Senior Engineer,1994-03-31,9999-01-01,62015
12102,1952-10-14,Aron,Erde,Staff,1994-02-17,9999-01-01,90853
12112,1953-07-01,Satyanarayana,Avouris,Senior Staff,1997-09-26,9999-01-01,76538
12308,1952-02-17,Mototsugu,Cronau,Senior Staff,1991-08-11,9999-01-01,58741
12114,1954-11-05,Shiv,Rubsam,Staff,1997-02-04,9999-01-01,40000
12316,1953-12-30,Hyuncheol,Duclos,Engineer,1998-04-05,9999-01-01,46261
12317,1952-05-23,Weiyi,Crabtree,Staff,1996-08-11,9999-01-01,40000
12122,1954-06-27,Satoru,Krone,Senior Engineer,1992-07-23,9999-01-01,46398
12327,1952-05-21,DAIDA,Bruckman,Senior Engineer,1992-10-15,9999-01-01,67449
12328,1952-05-29,Atilio,Prampolini,Staff,1997-05-03,9999-01-01,51299
12338,1952-09-23,Kagan,Besselaar,Staff,1997-01-10,9999-01-01,46270
12339,1954-08-14,Pranay,Czaja,Staff,1996-07-18,9999-01-01,40000
12343,1952-10-18,Sorina,Slaats,Senior Staff,1997-08-25,9999-01-01,52134
12355,1953-09-12,Vidar,Hutton,Senior Engineer,1995-11-08,9999-01-01,70724
12364,1954-07-01,Neelam,Cummings,Assistant Engineer,1998-11-02,9999-01-01,42337
12365,1954-01-21,Kamakshi,Bisiani,Senior Engineer,1994-09-12,9999-01-01,40000
12123,1954-07-08,Xiahua,Syrzycki,Senior Staff,1994-07-18,9999-01-01,64879
12373,1953-04-26,Mooi,Driscoll,Senior Staff,1993-11-11,9999-01-01,75986
12125,1953-04-16,Shounak,Erman,Engineer,1997-03-31,9999-01-01,41215
12381,1953-04-13,Amalendu,Klerer,Senior Staff,1998-06-24,9999-01-01,42211
12388,1954-12-14,Arumugam,Hebert,Senior Engineer,1997-09-11,9999-01-01,40000
12138,1953-09-02,Takahito,Brender,Engineer,1996-02-23,9999-01-01,40000
12394,1952-02-09,Stevo,Reeken,Engineer,1998-09-26,9999-01-01,40000
12140,1952-07-30,Xudong,Paciorek,Senior Staff,1996-11-15,9999-01-01,40000
12149,1954-10-25,Suebskul,Grandbois,Senior Staff,1988-10-01,9999-01-01,109934
12160,1954-12-11,Aamer,Garrabrants,Senior Staff,1989-09-19,9999-01-01,60391
12411,1952-05-31,Shao,Ibel,Senior Staff,1991-08-17,9999-01-01,97610
12422,1954-12-04,Berhard,Demos,Senior Staff,2001-06-07,9999-01-01,71376
12426,1952-04-29,Shahaf,Valtorta,Technique Leader,1999-05-17,9999-01-01,40000
12164,1954-01-04,Muneo,Chachaty,Engineer,1996-05-14,9999-01-01,43366
12434,1953-09-23,Xumin,Bernardinello,Engineer,1994-09-11,9999-01-01,40000
12438,1953-11-24,Yongmao,Mondadori,Senior Staff,1999-12-20,9999-01-01,109440
12165,1952-11-19,Xiaobin,Maquelin,Senior Engineer,1994-08-29,9999-01-01,41951
12168,1954-07-10,Arnd,Salverda,Senior Staff,1996-06-21,9999-01-01,40000
12450,1952-02-10,Sanjeeva,Perng,Senior Engineer,1999-02-02,9999-01-01,40000
12172,1954-04-04,Jianhua,Llado,Senior Staff,1990-12-08,9999-01-01,40000
12452,1953-10-04,Hiroyasu,Francisci,Engineer,1997-09-28,9999-01-01,40000
12454,1954-08-21,Kerryn,Farris,Staff,1998-12-18,9999-01-01,41347
12183,1954-06-29,Harngdar,Iisaku,Engineer,1998-04-04,9999-01-01,40000
12186,1952-12-06,Guther,Nooteboom,Senior Staff,1998-01-24,9999-01-01,70221
12190,1952-12-19,Abdulah,Engberts,Senior Engineer,1997-12-13,9999-01-01,40000
12466,1953-07-30,Cullen,Nations,Senior Staff,1994-02-19,9999-01-01,65175
12468,1952-05-05,Ioana,Baezner,Staff,1993-12-08,9999-01-01,41627
12191,1953-12-02,Rosella,Bazzichi,Engineer,1998-11-22,9999-01-01,45307
12192,1954-11-06,Feiyu,Klyachko,Senior Engineer,1991-09-02,9999-01-01,41625
12475,1953-03-30,Filipe,Roison,Senior Engineer,1996-04-25,9999-01-01,40000
12480,1953-02-19,Tetsushi,Schade,Staff,1997-12-21,9999-01-01,62415
12206,1954-11-21,Barton,Janetzko,Senior Engineer,2001-03-27,9999-01-01,40000
12487,1954-04-24,Mona,Reghbati,Senior Staff,1998-12-07,9999-01-01,40000
12210,1954-01-12,Vugranam,Ashish,Senior Staff,1997-11-08,9999-01-01,40000
12488,1954-11-09,Etsuo,Gerteisen,Senior Engineer,1995-04-27,9999-01-01,40000
12492,1953-07-13,Kristinn,Hammerschmidt,Senior Engineer,1992-11-16,9999-01-01,59589
12497,1953-08-26,Stein,Penz,Senior Staff,1997-09-25,9999-01-01,81191
12213,1952-09-26,Kwangho,Brizzi,Senior Staff,2000-10-31,9999-01-01,79834
12216,1954-12-27,Aloke,Mansanne,Engineer,1995-10-25,9999-01-01,40000
12501,1954-11-22,Morrie,Matheson,Senior Staff,1986-06-05,9999-01-01,76082
12502,1952-07-22,Danil,VanScheik,Senior Engineer,1989-06-06,9999-01-01,40000
12504,1953-01-04,Adly,Rosaz,Engineer,1997-08-14,9999-01-01,40000
12509,1954-05-20,Rutger,Krzyzanowski,Senior Staff,1997-09-25,9999-01-01,40000
12218,1954-08-01,Yaghout,Strooper,Senior Engineer,2000-03-11,9999-01-01,40000
12219,1952-07-13,Junsik,Gadepally,Senior Staff,1995-06-13,9999-01-01,57507
12514,1952-11-14,Tomofumi,Melter,Engineer,1999-11-13,9999-01-01,54241
12515,1952-05-22,Pranav,Wilharm,Senior Engineer,2000-01-27,9999-01-01,50655
12597,1952-09-07,Kazuhito,Petereit,Senior Staff,1999-12-13,9999-01-01,63589
12520,1954-01-21,Goetz,Basart,Engineer,1999-03-06,9999-01-01,40000
12522,1954-03-06,Trygve,Zhang,Technique Leader,1999-01-28,9999-01-01,47733
12523,1954-09-26,Tonia,Casley,Senior Staff,1990-01-22,9999-01-01,94760
12524,1954-02-08,Tetsushi,Demeyer,Engineer,1996-12-19,9999-01-01,42824
12528,1952-11-20,Conor,Cincotta,Senior Staff,1997-09-24,9999-01-01,40000
12534,1953-01-31,Yongmao,Gerlach,Senior Engineer,1985-08-14,9999-01-01,66715
12540,1953-11-03,Poornachandra,Bresenham,Senior Staff,1998-11-28,9999-01-01,40000
12541,1952-04-22,Shih,Nanard,Senior Staff,1996-08-31,9999-01-01,93105
12542,1954-07-26,Kazuhide,Bouloucos,Senior Staff,1993-09-11,9999-01-01,44176
12551,1954-03-15,Jeane,Tzvieli,Senior Engineer,1993-12-03,9999-01-01,40000
12603,1953-11-23,Utpal,Roison,Staff,1997-06-10,9999-01-01,43168
12553,1954-05-08,Aral,Vesna,Senior Staff,1987-02-28,9999-01-01,40000
12555,1953-06-24,Spyrose,DuCasse,Assistant Engineer,1995-07-23,9999-01-01,68051
12557,1954-01-01,Stafford,Kopetz,Senior Engineer,1988-03-20,9999-01-01,41840
12563,1953-07-03,Honesty,Ducloy,Engineer,1998-03-08,9999-01-01,40000
12571,1952-04-16,Abdelaziz,Candan,Engineer,2002-04-23,9999-01-01,53163
12574,1954-09-02,Mong,Gelosh,Engineer,1999-01-08,9999-01-01,66284
12612,1954-01-09,Chandrasekaran,Thimonier,Staff,1999-05-29,9999-01-01,92187
12586,1952-11-02,Oguz,Tasistro,Senior Engineer,2001-04-30,9999-01-01,50972
12617,1953-05-07,Shawna,Rusterholz,Senior Staff,1996-03-02,9999-01-01,55663
12588,1954-12-29,Yagil,Kenevan,Senior Engineer,2002-02-08,9999-01-01,49125
12589,1952-11-23,Anoosh,Chleq,Senior Engineer,1997-09-08,9999-01-01,59441
12590,1953-02-04,Gita,Rosenbaum,Senior Staff,1993-02-25,9999-01-01,72208
12623,1953-01-02,Raimond,Scharstein,Senior Staff,2000-11-03,9999-01-01,79700
12626,1954-07-16,Gill,Comyn,Senior Engineer,2000-09-24,9999-01-01,61375
12630,1954-04-23,Sreekrishna,Falco,Senior Staff,1997-06-03,9999-01-01,41052
12777,1954-11-01,Sreenivas,Cichocki,Senior Staff,1999-08-20,9999-01-01,50672
12635,1952-11-09,Xinyu,Restivo,Senior Engineer,2000-02-03,9999-01-01,40000
12638,1954-11-09,Yuqun,Seiwald,Engineer,1999-04-29,9999-01-01,56677
12785,1954-10-20,Bouchung,Armand,Senior Engineer,1996-12-29,9999-01-01,68680
12786,1953-01-28,Weiyi,Schusler,Engineer,1999-12-08,9999-01-01,51030
12639,1952-10-13,Zeljko,Schapire,Senior Engineer,2002-05-21,9999-01-01,40000
12790,1953-02-05,Gunilla,Perl,Senior Staff,2000-08-07,9999-01-01,87760
12644,1952-06-09,Bernt,Jayawardene,Senior Engineer,1994-10-29,9999-01-01,40000
12795,1952-05-06,Masoud,Fordan,Senior Staff,1997-06-23,9999-01-01,56969
12796,1954-05-02,Saniya,Stanfel,Senior Engineer,2001-05-24,9999-01-01,40000
12798,1952-05-18,Lillian,Beeson,Senior Staff,1996-12-26,9999-01-01,81145
12799,1954-11-21,Tiina,Businaro,Senior Staff,1993-12-25,9999-01-01,42816
12651,1952-07-24,Pragnesh,Bael,Senior Staff,1988-01-27,9999-01-01,75150
12803,1952-05-12,Gad,Boissier,Senior Staff,1990-03-16,9999-01-01,91789
12662,1952-08-02,Leucio,Alvarado,Engineer,1994-08-27,9999-01-01,69016
12819,1953-07-30,Mountaz,Gubsky,Senior Engineer,1996-09-09,9999-01-01,48455
12821,1952-06-01,Arco,Gihr,Engineer,1997-05-04,9999-01-01,46727
12828,1954-01-30,Oksana,Camurati,Staff,1999-06-07,9999-01-01,85769
12840,1952-12-20,Zhensheng,Ferretti,Engineer,1994-09-10,9999-01-01,40000
12663,1954-10-31,Nobuyoshi,Stellhorn,Technique Leader,1986-09-29,9999-01-01,49966
12664,1952-05-01,Zhonghua,Parveen,Staff,1999-08-04,9999-01-01,40000
12848,1953-01-17,Kazuhide,Smeets,Engineer,1997-05-11,9999-01-01,40000
12851,1953-08-08,Kwangyoen,Ramsay,Staff,1998-08-25,9999-01-01,64013
12855,1953-10-24,Mabhin,Murrill,Senior Staff,1997-08-12,9999-01-01,40000
12857,1952-06-02,Alagu,Gils,Senior Engineer,1995-07-05,9999-01-01,52646
12863,1954-08-02,Leif,Matheson,Senior Engineer,1990-09-06,9999-01-01,62803
12865,1952-04-03,Katsuyuki,Rothe,Senior Staff,1994-02-14,9999-01-01,64679
12868,1952-08-28,Berthier,Nanard,Senior Engineer,1990-01-07,9999-01-01,40000
12869,1952-05-11,Jacopo,Swiler,Staff,1999-01-02,9999-01-01,61803
12872,1953-02-18,Marl,Schmittgen,Senior Staff,1993-09-09,9999-01-01,56040
12881,1953-08-21,Huai,Yurek,Staff,1999-08-25,9999-01-01,66390
12670,1952-06-10,Seongbae,Alameldin,Engineer,1999-09-10,9999-01-01,45281
12885,1952-12-25,Anwar,Collavizza,Senior Engineer,1990-09-11,9999-01-01,40000
12672,1953-04-26,Mayumi,Varman,Senior Engineer,1998-04-02,9999-01-01,54041
12887,1953-01-04,Hilari,DuBourdieux,Senior Engineer,2001-09-19,9999-01-01,40000
12889,1952-05-02,Mayumi,Mukaidono,Engineer,1999-04-28,9999-01-01,58901
12893,1954-10-09,Licheng,Crouzet,Senior Staff,1995-03-18,9999-01-01,50803
12680,1954-09-15,Bader,Staudhammer,Staff,1995-11-12,9999-01-01,46321
12895,1952-04-28,Roddy,Serot,Senior Engineer,1993-08-15,9999-01-01,40000
12899,1954-07-13,Chinho,Sethi,Senior Staff,1998-01-13,9999-01-01,40000
12687,1954-12-06,Weicheng,Badache,Staff,1998-04-12,9999-01-01,78376
12689,1953-01-19,Luerbio,Boudaillier,Senior Engineer,2001-11-23,9999-01-01,59689
12691,1952-10-17,Oddvar,Gils,Senior Engineer,1998-08-25,9999-01-01,48493
12707,1953-07-22,Gregory,Zastre,Staff,1998-06-24,9999-01-01,53664
12923,1953-09-05,Chaosheng,Journel,Senior Engineer,1997-01-02,9999-01-01,40000
12926,1952-04-24,Heekeun,Luby,Senior Staff,1992-12-24,9999-01-01,68314
12717,1953-04-17,Tzu,Jiafu,Staff,1999-10-20,9999-01-01,53194
12934,1953-06-21,Adil,Solares,Senior Engineer,1996-10-15,9999-01-01,47274
12725,1953-07-28,Inderjeet,Flexer,Senior Staff,1999-05-28,9999-01-01,40000
12940,1953-10-25,Odinaldo,Farrar,Senior Engineer,1992-12-11,9999-01-01,49760
12941,1954-07-29,Tommaso,Perelgut,Senior Engineer,1995-11-06,9999-01-01,67069
12726,1954-03-27,Fumitake,Panwar,Senior Engineer,1994-05-19,9999-01-01,61177
12729,1954-05-18,Nahla,Rahier,Senior Engineer,1997-10-15,9999-01-01,51796
12731,1953-05-09,Yongmao,Waymire,Senior Staff,1988-04-05,9999-01-01,40000
12732,1952-09-27,Mara,Takanami,Senior Staff,1988-04-06,9999-01-01,74436
12734,1952-03-05,Gil,Frijda,Senior Engineer,1986-03-03,9999-01-01,40000
12746,1953-10-11,Heekeun,Lunn,Senior Engineer,1999-07-08,9999-01-01,63044
12748,1953-12-23,Berry,Kakkar,Engineer,1998-12-13,9999-01-01,40000
12753,1952-12-22,Kazuhito,Syrotiuk,Senior Engineer,1999-08-26,9999-01-01,47071
12761,1953-11-05,Hitofumi,Schaad,Senior Staff,2002-05-06,9999-01-01,62465
12962,1952-10-26,Paraskevi,Beerel,Senior Staff,2001-10-21,9999-01-01,73680
12977,1954-11-29,Byong,Markovitch,Senior Engineer,1992-08-23,9999-01-01,61326
12773,1952-06-26,Jenwei,Lovengreen,Senior Engineer,1994-03-05,9999-01-01,65556
12982,1952-12-08,Sachem,Aamodt,Senior Engineer,2000-01-11,9999-01-01,40000
12983,1954-04-07,Elliott,Hambrick,Staff,1999-06-28,9999-01-01,57252
12986,1952-03-08,Khun,Hennebert,Senior Engineer,1990-09-20,9999-01-01,50021
12987,1953-10-08,Youngkon,Kading,Senior Engineer,2001-05-03,9999-01-01,56823
13002,1954-12-08,Henk,Muhlberg,Senior Engineer,1994-05-03,9999-01-01,40935
13004,1952-12-13,Fan,Beznosov,Senior Engineer,1996-05-17,9999-01-01,40000
13013,1952-10-17,Heekeun,Baak,Engineer,2000-01-22,9999-01-01,40000
12774,1952-12-30,Moon,Asrin,Engineer,1997-08-02,9999-01-01,40000
13146,1953-11-01,Haldon,Erie,Senior Staff,1985-05-25,9999-01-01,61398
13150,1953-06-28,Mahmut,Stavenow,Technique Leader,1991-06-15,9999-01-01,40000
13046,1953-03-09,Vivian,Stafford,Senior Staff,1987-04-19,9999-01-01,40000
13047,1953-04-24,Atilio,Chelton,Senior Engineer,1997-02-25,9999-01-01,52323
13048,1952-07-17,Kerhong,Massonet,Senior Engineer,1996-11-14,9999-01-01,40000
13156,1952-04-19,Akeel,Millington,Senior Engineer,2000-08-18,9999-01-01,48285
13052,1952-09-26,Aleksandar,Schlenzig,Senior Engineer,1996-07-26,9999-01-01,42693
13054,1952-03-24,Samphel,Masamoto,Senior Engineer,2001-12-21,9999-01-01,40000
13159,1954-09-22,Jingling,Ranst,Staff,1999-08-12,9999-01-01,54536
13165,1954-09-09,Lucian,Benner,Senior Engineer,1995-03-17,9999-01-01,42796
13168,1954-06-10,Munir,Stentiford,Senior Engineer,1992-09-10,9999-01-01,49210
13171,1954-12-29,Anoosh,Birnbaum,Senior Engineer,1995-08-31,9999-01-01,40000
13076,1954-03-09,Deniz,Skafidas,Engineer,1995-01-28,9999-01-01,50582
13084,1953-01-05,Domenico,Pagter,Senior Staff,2002-03-02,9999-01-01,64106
13086,1953-06-10,Dzung,Domenig,Senior Staff,2000-01-27,9999-01-01,40000
13173,1953-04-20,Arve,Horswill,Senior Staff,1996-09-23,9999-01-01,46354
13093,1953-08-12,Sajjan,Unno,Staff,1999-09-18,9999-01-01,75658
13096,1953-01-03,Ibibia,Armand,Senior Engineer,2001-04-22,9999-01-01,52544
13182,1954-02-25,Kokou,Rodite,Engineer,1999-03-03,9999-01-01,46832
13103,1952-05-09,Srinidhi,Ellozy,Senior Engineer,1988-06-19,9999-01-01,40000
13110,1953-09-29,Maria,Kamble,Senior Engineer,1989-07-16,9999-01-01,57941
13192,1953-01-28,Rosita,Flowers,Technique Leader,1993-02-01,9999-01-01,43986
13200,1952-05-24,Weidon,Pauthner,Senior Engineer,1998-08-07,9999-01-01,50821
13202,1953-05-10,Aram,Scharstein,Senior Staff,1992-03-28,9999-01-01,51915
13126,1953-05-03,Parviz,Hennebert,Senior Engineer,2002-03-08,9999-01-01,40000
13203,1953-09-08,Phule,Emmart,Senior Staff,1995-01-12,9999-01-01,40000
13204,1954-07-25,Mircea,Pellegrinelli,Assistant Engineer,1996-12-16,9999-01-01,45177
13206,1954-04-07,Tetsurou,Rullman,Staff,1999-09-06,9999-01-01,44383
13143,1953-10-06,Qingxiang,Ventosa,Technique Leader,1990-02-25,9999-01-01,40000
13144,1952-07-11,Persi,Nollmann,Senior Staff,1997-06-19,9999-01-01,52825
13210,1953-06-19,Jianhua,Klassen,Senior Staff,2002-07-27,9999-01-01,83961
13213,1954-12-29,Hein,Billawala,Senior Staff,1993-08-30,9999-01-01,61131
13216,1952-10-16,Stabislas,Weedman,Staff,1999-05-23,9999-01-01,40000
13227,1952-07-15,Goncalo,Pell,Staff,1997-02-03,9999-01-01,88669
13332,1954-12-02,Nidapan,Pearson,Senior Engineer,1997-09-23,9999-01-01,40000
13333,1953-07-17,Yoshinari,Hennebert,Engineer,1996-03-23,9999-01-01,50997
13233,1954-08-11,Alselm,Chvatal,Senior Engineer,1995-03-31,9999-01-01,49414
13341,1953-06-02,Bodh,Doering,Senior Staff,1992-03-10,9999-01-01,40000
13343,1952-04-06,Heon,Usery,Senior Staff,1995-07-30,9999-01-01,40000
13346,1954-07-16,Francoise,Zastre,Senior Engineer,2001-09-29,9999-01-01,40000
13347,1953-03-01,Lein,Sifakis,Senior Engineer,2000-05-24,9999-01-01,79839
13349,1954-01-21,Zeydy,Danner,Senior Staff,1993-10-02,9999-01-01,66066
13357,1953-08-19,Mabry,Llado,Engineer,1999-01-24,9999-01-01,40000
13238,1953-02-23,Ebru,Foote,Senior Staff,1998-10-10,9999-01-01,40000
13246,1952-06-09,Adil,Siepmann,Staff,1999-12-31,9999-01-01,83156
13368,1953-12-29,Kiyokazu,Klassen,Staff,1997-09-30,9999-01-01,52872
13250,1954-02-20,Zeydy,Schusler,Senior Engineer,1998-10-27,9999-01-01,47829
13371,1954-01-23,Nakhoon,Riexinger,Senior Engineer,1991-12-13,9999-01-01,40000
13373,1954-09-08,Juichirou,Naumovich,Senior Staff,2000-08-23,9999-01-01,82749
13374,1954-05-16,Atreye,Kalefeld,Senior Engineer,1997-08-13,9999-01-01,40000
13378,1952-09-18,Rafols,Zhiwei,Technique Leader,1998-07-17,9999-01-01,64833
13379,1953-08-26,Kinh,Engelmann,Senior Staff,2001-09-07,9999-01-01,52620
13385,1954-11-15,Claudi,Buchter,Senior Staff,1986-06-10,9999-01-01,40000
13386,1952-04-27,Khosrow,Sgarro,Technique Leader,1986-02-23,9999-01-01,91420
